ID,GENDER,STATUS,CHILDREN,ESTINCOME,CAROWNER,AGE,CreditCard,DOB,ADDRESS_1,CITY,STATE,ZIP,ZIP4,LONGITUDE,LATITUDE
1255,F,M,2,21419.9,N,59.833333,4173280109239740,2/4/07,3077 CALLE BERMUDA PMB 108065,PHOENIX,AZ,85040,0,,
1256,F,M,2,30665.2,Y,22.88,8007722767423190,6/6/27,PO BOX 10092,JACKSONVILLE,FL,32218,0,,
1257,F,M,1,68000,Y,44,9768636657128180,7/31/19,267 W 246TH ST,HOBOKEN,NJ,7030,1789,-74.040971,40.741928
1260,F,S,2,23464,Y,55,1454205886871350,4/12/18,5456 N DEL MAR AVE APT 101X,ADA,OK,74820,0,-96.681753,34.78692
1261,F,M,2,194.57,N,41,5508634246639170,11/23/29,426 BEECH ST APT 1A,MORTON,PA,19070,0,,
1262,F,M,1,98680.4,Y,62,8318516612554150,11/27/19,R & R CAMPER LAND,TRAVELERS REST,SC,29690,0,,
1264,F,M,1,95620.3,Y,41,8368714423101170,6/6/45,PO BOX G,NEW BEDFORD,MA,2744,0,,
1265,F,D,1,85275,N,70,3890275949138130,10/17/77,7134 69TH ST SW,LOCKHART,TX,78644,0,-97.6914,29.8699
1267,F,M,1,98453.6,Y,55,2329405465711570,3/16/35,1301 TRUMANSBURG RD STE Q,ISABELA,PR,662,0,,
1268,F,M,2,94026.8,Y,27.746667,4536881986865240,11/20/71,165 COND AMAPOLA,PIEDMONT,OK,73078,0,,
1273,M,M,2,47639.1,N,61,4578192967471480,10/23/60,1 PENWOOD DR APT 8,CARMAN,IL,61425,0,,
1276,M,M,0,3911.9,N,59,8876996686281990,7/27/65,283 PLEASANT AVE APT 1,COLLINSVILLE,AL,35961,0,-85.868377,34.257609
1278,F,M,2,18296.4,Y,42.626667,4019404779899010,4/27/18,3755 CHESAPEAKE AVE APT 339,LAKE VILLA,IL,60046,0,,
1279,F,S,0,39461,N,22.226667,7303535749117260,7/11/92,7255 W UNIVERSITY AVE,E MILLSBORO,PA,15433,0,,
1280,F,M,1,71502.5,N,57,2213358688354780,10/3/91,104 SE 10TH ST,DALLAS,GA,30132,0,-84.844514,33.92309
1281,F,S,1,66000,N,52,8425086671982720,7/15/42,1721 JERICHO CT,PINEY FLATS,TN,37699,3,,
1282,F,M,1,95011.5,N,52,1136135261090510,2/25/64,PO BOX 9998,PITTSBURGH,PA,15219,2013,-79.968414,40.452614
1283,M,M,1,47371,Y,54.96,8674865979534030,1/15/31,2033 SHORE BLVD APT 1C,MARCO ISLAND,FL,34145,2849,,
1284,F,M,2,52957,Y,39.746667,7629221261480110,10/25/02,A & K EARTHMOVERS,MINOT,ND,58701,0,-101.290243,48.233302
1287,F,M,1,87404.6,N,63.186667,7940700295111910,3/25/79,2125 CAPET ST,PALM DESERT,CA,92260,0,,
1290,F,S,0,2121.36,N,39.786667,7116537216237390,11/2/39,27 DUNN AVE,JERSEY CITY,NJ,7302,0,-74.060873,40.722546
1291,F,M,2,63566.1,Y,56.3,1778450478473600,2/11/89,514 ELDER ST APT 154,LOUISA,KY,41230,0,-82.6733,38.1595
1292,F,M,0,52089.6,N,48,9612271290211390,6/24/91,1553 BARTON AVE,AMBROSE,ND,58833,0,,
1296,F,M,2,82644.2,Y,33.493333,3774913285294140,8/27/22,16737 44TH ST SE,SOMERS,NY,10589,0,,
1299,F,M,1,38738.3,N,60,6124064511708860,7/17/45,11801 29TH AVE,GREENLAWN,NY,11740,0,,
1300,F,M,2,60485.5,N,41.666667,3333487142687450,8/14/19,39 LINDEN PL,WOLFORD,ND,58385,0,,
1301,F,M,1,56722.8,N,60.593333,6700086790868320,9/23/05,1246 LINCOLN AVE,HUNTSVILLE,AL,35801,0,-86.585312,34.733646
1303,F,M,2,809.43,Y,31.913333,7841899191565720,9/29/48,137 WILMOT RD,DORADO,PR,646,6528,,
1304,M,S,1,76529.8,N,58.28,4360441294705150,4/21/61,4800 BUFORD HWY,ANN ARBOR,MI,48103,0,-83.774139,42.276477
1305,F,M,2,34577.7,N,63.253333,2195160672220440,6/7/87,8602 SE 156TH,OAKLAND,CA,94607,0,-122.282381,37.8161
1306,M,M,0,23000,Y,61.02,4195194289197810,7/2/02,2193 WALTON AVE,EGG HARBOR TOWNSHIP,NJ,8234,0,,
1307,F,M,0,77000,N,55,1946768334484090,11/4/48,65 WILLOW ST,COVINGTON,WA,98042,0,,
1309,F,M,0,98056.3,N,55.966667,9986938183375320,1/17/49,1950 NW LARCH SPUR CT,GILROY,CA,95020,0,,
1310,M,M,0,73400,Y,53.213333,7970206234388650,4/30/97,3300 HORNBY ISLAND ST,GARLAND,TX,75042,0,,
1311,F,M,0,53432.2,Y,57,5283895834291920,1/27/05,925 E 2ND ST APT 1,VALPARAISO,IN,46383,0,,
1312,M,M,0,78894.2,N,52.74,7812606868754610,2/8/20,CHIPPEWA CO COURTHOUSE,DUNNELLON,FL,34431,0,,
1313,M,S,1,16432.1,Y,20.92,3935965814274530,11/1/80,62 WASHINGTON ST # 1887 # 1569,COTTONWOOD,AL,35769,0,,
1314,M,M,0,62797.9,N,54.446667,8422074109655840,6/26/53,U569 CUMMINS HWY,KITE,GA,31049,6329,,
1315,M,S,1,71329.9,Y,42.233333,1867475806740890,9/15/11,14292 HIGHWAY 10,HASBROUCK HEIGHTS,NJ,7604,0,,
1316,F,S,0,91498.9,N,52,9146695438230560,10/14/18,248 STATE HIGHWAY 7,RIVERBANK,CA,95367,0,-120.936006,37.735042
1317,M,S,0,3601.71,N,49.266667,1377957459006480,7/16/02,201 LANDSER BLVD,NEWPORT,RI,2840,0,-71.306477,41.484479
1318,F,S,1,33084.3,Y,50.313333,5539209369759060,1/14/51,503 SPRING ST APT A,HOUSTON,TX,77057,5266,,
1319,F,S,0,20913.6,N,53.013333,4029351894471400,11/8/65,141 LANZA AVE BLDG 19A # 1529,SAN DIEGO,CA,92126,4850,,
1321,F,S,1,49553.9,Y,48,2277971672153000,10/30/58,1926 N 1100 E,WEBSTER,NY,14580,0,,
1322,F,S,1,540.4,Y,39.213333,6615852439963590,1/23/29,1106 WASHINGTON ST APT 3309 # 2S,PIERCEVILLE,IN,47039,0,,
1327,F,M,1,88759.5,N,60,6169277629929990,6/30/93,PO BOX 629029,FAIRFIELD,IL,62837,0,-88.360047,38.381199
1331,M,S,0,2805.01,Y,25,2259574658631080,12/5/70,HC 63 BOX 66,WESTMINSTER,MD,21157,0,,
1332,F,S,0,5185.31,N,62.053333,9060638474893370,6/4/58,920 AVENUE F PMB 32222,OMAHA,NE,68131,0,-95.966659,41.260417
1334,F,S,0,38000,N,22.433333,5266888813540900,1/14/71,PO BOX 8058,BERKELEY HEIGHTS,NJ,7922,0,,
1336,F,M,2,80087.7,N,41.92,7533881703993080,11/19/47,121 W MAIN ST STE A,RIVERTON,UT,84065,0,,
1339,F,S,2,11251.1,Y,43,8133679657613650,7/11/20,6941 BRYNMAWR AVE,WOODBURN,IN,46797,0,,
1341,M,M,0,70908.7,N,49.62,5844514084361880,12/1/85,251 S LAKE AVE FL 8,BELLAIRE,TX,77401,0,,
1342,M,S,0,94928.3,N,40.18,1159772464872050,11/19/13,825 S ALMA SCHOOL RD APT 773,BROOKLYN,NY,11219,0,,
1344,F,M,2,50622.3,N,40.46,9679666043179790,8/12/84,1111 34TH ST NW STE 1,MAYAGUEZ,PR,682,0,,
1346,M,M,0,78000,Y,50,1890642394172740,6/11/75,1702 HIGHWAY 66,WILSON,NC,27893,0,-77.914615,35.726554
1353,F,M,1,56722.8,N,60.593333,9041031723696370,12/2/84,860 JACKSIN ST,GURABO,PR,778,0,,
1355,M,M,1,80000,N,39,2013461995840110,7/2/32,1525 S ANGELINE ST,ARCHER,FL,32618,0,,
1359,F,M,2,8032.16,N,45.666667,8938890931668290,1/26/85,PO BOX 3845,CHAGRIN FALLS,OH,44023,0,,
1360,F,S,0,93454.3,Y,48.533333,8196366908872870,11/24/09,3137 E DENNY WAY,PARAMUS,NJ,7652,0,,
1362,F,S,0,83287,N,60,8749474626904540,2/7/12,1208 W EVERGREEN ST,FAIRLAWN,OH,44334,0,,
1363,F,S,0,92564.1,Y,49.133333,9326956612277970,2/22/36,47 RIDEOAT RD,SAN CLEMENTE,CA,92673,0,,
1365,M,S,0,70000,Y,48,2803451109081460,8/17/40,3699 SAYRE ST,SEATTLE,WA,98103,0,-122.350139,47.690691
1367,F,M,2,48322.5,Y,49.333333,3381682691921360,2/16/28,I107 COLORADO ST,ARECIBO,PR,612,0,,
1369,M,S,2,78373.5,N,35.346667,1702138953379970,9/29/99,7796 GREEN LINKS DR SE,RICHARDSON,TX,75081,0,,
1374,F,M,2,69486.8,N,30.946667,1497037142855950,9/12/67,2891 N STAGECOACH DR,SPRINGFIELD,MA,1105,0,-72.567445,42.095142
1375,F,M,2,24482.8,N,33.533333,5015553314966060,2/16/27,203 ACADEMY ST APT 419,SILVER CREEK,GA,30173,0,,
1378,F,M,2,92103.8,N,52.153333,6787604281308340,10/27/95,PO BOX 74710,MOUNT SOLON,VA,22843,0,,
1379,F,S,2,8392.14,Y,36.68,9907304224897160,6/12/58,1 RISHAM AVE,CUBA,IL,61427,0,,
1380,F,S,0,17138.2,N,63.786667,6024425718295780,8/31/24,6947 ROUTE 23C,YAUCO,PR,698,0,,
1384,F,D,1,67239.4,N,44.433333,3911390699924350,7/8/00,HC 1 BOX 262ECC,BROOKLYN,NY,11219,0,,
1385,M,M,1,69406.7,Y,46.826667,9550633742577340,4/19/47,7914 OAKDALE AVE,PASADENA,TX,77502,0,,
1387,F,M,2,83259.3,N,50.88,7799342953615590,5/14/34,1339 N 1700 W,ARECIBO,PR,612,0,,
1399,F,M,2,11234.7,Y,49.046667,1510311923028440,8/22/69,1305 HALL ST,BLACKLICK,OH,43004,0,-82.798779,39.9996
1401,F,M,2,36660.9,Y,39.96,9542689078024760,2/13/43,6798 E 66TH ST,PHENIX CITY,AL,36867,0,-85.0044,32.4743
1403,F,M,2,68462.8,N,34.4,1826818650145080,7/28/23,24334 WILLOW PASS DR,VICTORY MILLS,NY,12884,0,,
1406,F,M,2,72841.3,N,47.02,8961159346179140,4/7/15,4880 LIBRARY RD STE 4,WEST CALDWELL,NJ,7006,0,,
1407,F,M,2,63670.8,Y,46.146667,3449625528365490,9/28/28,1859 HOLMES RD,HUNTSVILLE,AL,35801,0,-86.585312,34.733646
1408,M,S,0,66666,N,77,1542383899702850,6/23/44,9193 GENCZO OVERHEAD RD,BUFFALO,IL,62515,0,,
1409,F,S,1,77000,Y,45.486667,2664978535194850,8/28/49,5956 SHERRY LN STE 1800,DUNNELLON,FL,34431,0,,
1410,M,M,0,12387.6,N,56.173333,6234764756897900,5/22/34,107 GRASMUR TURN,KENWOOD,CA,95452,0,,
1413,F,M,2,57483.9,N,44.026667,3379969788586700,1/18/64,584 BARKEYVILLE RD,HARRISBURG,PA,17102,0,-76.886034,40.270911
1418,F,M,2,36725.1,N,55.793333,9676429031399980,8/24/81,906 N RIVER ST STE 104,SHORELINE,WA,98155,0,-122.307383,47.77345
1422,M,S,1,94188.3,N,57.546667,6664432510926340,2/10/18,383 DORCHESTER AVE STE 220,BRIGHAM CITY,UT,84302,0,,
1428,F,S,1,12374.9,Y,33.493333,9326665104090660,3/24/19,1 STONEGATE DR,HARRISBURG,PA,17105,0,,
1429,F,M,2,69133.9,Y,26.833333,2605376457068890,5/24/88,1617 PARK HILL DR APT C1,HAMMONTON,NJ,8037,0,,
1431,F,M,2,84948,Y,29.446667,8889065320170190,10/25/24,5144 N STATE ROUTE 19,ADJUNTAS,PR,601,2110,,
1432,F,M,2,30998.8,N,40.96,3124161931720120,8/21/70,4798 N CR 587,HANCOCK,MN,56244,0,,
1438,M,M,2,21416.5,N,35.653333,9882732983054410,9/20/66,695 3RD ST SW,VEGA BAJA,PR,693,0,,
1445,M,M,0,60101.1,Y,63.766667,9996126063554140,12/11/80,201 DANAGHER CT,GRAND RAPIDS,MI,49546,0,,
1447,F,M,1,40120,N,24,3399137352461320,6/27/18,A1 CALLE MERCURIO,HOBOKEN,NJ,7030,0,-74.040971,40.741928
1448,F,M,2,49745.3,N,47.966667,5737594381374140,12/24/33,PO BOX 741,NEWPORT,VT,5855,0,,
1451,F,M,2,98003.7,Y,26.273333,6157369346709810,12/15/63,2 CALLE HERNANDEZ,CHAMPAIGN,IL,61820,5721,,
1453,F,S,0,74530.8,N,63.086667,9505786222936210,1/11/35,290 GREEN HOLLOW PLAIN RD,SEATTLE,WA,98108,0,-122.294769,47.542454
1455,F,S,0,40120,N,24,5602054849389030,10/2/06,309 BROADWAY STE 2099 # H,MAQUOKETA,IA,52060,0,,
1460,F,M,2,76289.2,N,48.206667,8787485302029290,10/9/61,UNIT 23706 BOX 374720,JONES,AL,36072,0,,
1462,M,M,1,66931.9,N,63.933333,7747445156216840,12/21/57,6030 WESTKNOLL DR APT 591D,ANCRAM,NY,12502,0,,
1463,F,S,0,40120,Y,23,1452716319619860,3/29/25,200 CALLE JUREL,COTTONPORT,LA,71327,0,-92.059462,30.980895
1464,F,M,1,14085.5,N,24,6700975542816460,10/3/95,PO BOX 943,ROCKVILLE,MD,20852,1334,,
1465,F,S,0,32962.6,N,21,7834563997334570,5/30/41,156 COUNTY ROAD 3915 # 4669,HYDE PARK,MA,2136,0,-71.116562,42.258576
1466,F,S,0,42000,N,22,8652003139192390,6/10/97,990 SUMMIT ST,WALNUT SPRINGS,TX,76690,0,,
1467,F,S,2,43000,N,20,1210288964040010,2/23/20,7001 NORTHLINE DR APT 805,SAN BERNARDINO,CA,92407,0,,
1468,F,D,1,77726.4,N,56.72,3571167355422800,5/12/99,201 8TH ST # 1637 # 6719,CINCINNATI,OH,45206,0,-84.475244,39.125874
1469,F,S,2,42000,N,18,5713076265993590,7/13/49,66 MERRY HILL RD,PHOENIX,AZ,85027,0,,
1480,F,M,2,98217.1,N,44.98,9792252362177370,6/9/35,4524 W 95TH ST STE 3,BAYAMON,PR,959,0,,
1482,F,S,1,2929.13,N,53.506667,8607405242686860,4/27/85,988 BARN HILL RD,AUSTIN,TX,78704,0,,
1484,F,M,2,41876.6,Y,44.093333,8550768170761660,4/29/11,3245 BARTON POINT DR,DALLAS,TX,75206,9211,,
1491,M,S,0,80221.2,N,29.026667,6678118239915820,4/19/81,1592 MOORINGS CIR SW,LULING,TX,78648,0,-97.655456,29.676339
1492,M,S,0,84479.2,N,32,2275414208103460,8/5/82,403 CALLE LAUREL,LOS ANGELES,CA,90007,0,,
1494,F,M,0,77994,N,50.553333,9258745553942730,2/26/97,2359 NW CORPORATE BLVD,FRESNO,CA,93725,0,,
1496,F,M,0,59008.4,Y,30.18,3730654100073300,8/10/80,954 DOLPHIN DR,ABERDEEN,SD,57401,0,-98.456295,45.461999
1497,M,M,2,5265.35,N,52.873333,2107730991239470,6/16/12,178 HOMESTEAD VILLAGE,PERRY SQUARE,PA,16501,0,-80.082536,42.130226
1498,M,S,1,84978.1,N,21.64,2554542777431820,10/19/47,1583 SPILLWAY CT APT 211,CEDAR RAPIDS,IA,52404,0,,
1499,F,M,2,36647.9,N,49.986667,9521464309180460,7/19/08,2 CALLE E VIETNAM,DORADO,PR,646,0,,
1503,F,M,2,16962.2,N,45.36,6431428033054540,4/14/64,1021 STONEYBROOK DR,APO,AE,9100,9150,,
1505,M,M,2,10708.3,N,26.026667,2983354131737930,6/11/01,PO BOX 3746,GRAND RAPIDS,MI,49503,0,-85.679862,42.944807
1508,F,M,0,2031.61,N,20.3,2582034743874650,3/31/99,826 5TH ST NW,HARRISVILLE,NY,13648,0,,
1515,F,M,0,55221,N,47,5226817383805290,4/14/52,2149 FREEMONT DR W,GUAYANILLA,PR,656,0,,
1516,F,M,1,8073.11,N,48,3913080873771540,8/10/83,UNIT 23809,DERRY,NH,3038,0,,
1519,M,S,2,63152.6,Y,63.173333,9839457997007280,2/24/36,X836 HUNTINGTON AVE,NORTHFIELD,MA,1360,0,,
1522,F,S,0,42760.5,N,52.646667,7675462064330650,12/7/91,50 E 191ST ST APT 5A,CENTRALIA,IL,62801,0,-89.129548,38.53375
1523,F,S,1,49072,N,62,5404079729931810,11/22/89,10327 96TH ST NE,GOLIAD,TX,77963,0,-97.381682,28.671374
1524,F,M,0,27371.8,Y,41,5276037584078760,8/5/37,PO BOX 4960,BRONSON,FL,32621,0,-82.627467,29.455119
1529,F,M,0,95405.7,N,43,8464283169850070,9/12/24,9801 RIDGESIDE DR APT 1,HUNTSVILLE,AL,35801,0,-86.585312,34.733646
1530,F,S,0,95786.8,Y,46,3709969746761420,5/15/23,1201 US HIGHWAY 9 UNIT 5,EMERSON,KY,41135,0,,
1532,M,S,0,90321.6,N,55.113333,9990836790424240,6/21/24,8600 HAMMONDWOOD RD S,MANATI,PR,674,0,,
1533,M,S,0,90478.6,N,54.553333,6340373791234070,9/7/64,834 99TH RD,GREENSBURG,PA,15601,0,,
1534,F,M,2,56187,N,55,5978949471794700,7/29/07,2399 56TH AVE NW,NAHANT,MA,1908,0,,
1537,F,S,1,42000,N,24.393333,7281810854072740,12/16/88,3100 AVENUE G,FLUSHING,NY,11358,0,,
1542,M,M,2,29616,N,49.426667,9214196756794350,12/24/47,29 CENTER ST,ELECTRA,TX,76360,0,-98.908983,34.031031
1547,M,S,2,96.33,N,56.473333,4416108475205540,12/19/99,100 ZIGMYN DR,DURANGO,CO,81302,0,,
1553,M,M,2,53010.8,N,18.84,4827924994850830,12/15/54,2272 S 75 E,SAN ANTONIO,TX,78238,3801,,
1559,M,D,0,20078,N,32.846667,3343195708422120,3/15/40,91 PLUMMER AVE,HURST,TX,76054,0,,
1560,F,M,2,47902,N,26.033333,4852246311204420,3/26/14,4968 COUNTY ROAD 181,ARECIBO,PR,612,0,,
1572,F,S,1,17540.7,Y,62.786667,7402099107414300,5/24/28,PO BOX 1,SAINT LOUIS,MO,63104,0,-90.204365,38.619298
1573,F,M,0,83891.9,Y,61.02,2486441782719080,5/31/83,701 1ST AVE,ELMSFORD,NY,10523,0,,
1574,F,S,2,28220.8,N,38.766667,6087002157531050,12/2/13,211 INTERCHANGE DR NE APT AN-101,SPRINGFIELD,MA,1104,0,-72.593214,42.111331
1581,M,S,2,89459.9,N,53.28,1333919305038070,3/25/95,PO BOX 433944,MAYAGUEZ,PR,680,1921,,
1584,F,S,1,13576.5,N,39.426667,9456000454924850,4/20/83,459 W CAMPGROUND RD,SCRANTON,PA,18510,0,-75.658536,41.410253
1589,F,M,1,57063,Y,52.333333,8208711993733250,6/1/10,6 LANE ST,PERU,IN,46970,0,-86.046819,40.762046
1596,F,S,1,7737.94,N,42.666667,7256529170064240,1/17/70,1 MOUNTAINSIDE WAY,ELKLAND,MO,65644,0,,
1597,M,S,2,65000,N,45,3975600308164620,6/13/07,4477 HOLLYWOOD BLVD STE 200I,BARTO,PA,19504,0,,
1598,F,M,2,45287.6,Y,29.026667,7352873139805770,1/30/11,9242 PORTSMOUTH DR,MCGAHEYSVILLE,VA,22840,0,,
1599,F,M,2,59613.1,N,34.32,3575360145539660,5/22/19,2829 STATE HIGHWAY 11B PMB 5533,NAPLES,FL,34110,0,,
1601,F,S,1,16326.7,N,50.613333,6086928112938400,7/21/32,17647 S AUSTIN RD,CLEMENTON,NJ,8021,0,-74.989585,39.806358
1604,F,S,2,9559.78,N,51.38,8836891113557580,1/18/39,PO BOX 596,PORT RICHEY,FL,34668,0,-82.6945,28.328996
1610,M,M,1,39229.1,N,26.26,4311685764788550,9/26/10,E1 CALLE CHILE,CEDAR RAPIDS,IA,52402,0,,
1615,F,S,0,98716.3,N,55.66,9374228818851490,9/17/47,2264 COUNTESS DR,SPRINGFIELD,MA,1109,0,-72.559907,42.12183
1616,F,S,2,66182.7,Y,62.48,6091025469269640,11/6/92,1 E MAIN ST RM 104,HYDE PARK,MA,2136,0,-71.116562,42.258576
1619,F,M,2,35976.5,Y,48.853333,7290940835493730,2/5/95,1243 E WASHINGTON AVE,HUALAPAI,AZ,86412,0,,
1620,F,M,0,32703.1,Y,64.92,4306029297901190,2/6/09,69 S CHRISTINA AVE,GRAND RAPIDS,MI,49506,0,,
1622,F,M,2,8204.72,N,52.973333,1381678954096480,7/5/14,177 W 48TH ST APT 5,GUYMON,OK,73942,0,,
1623,M,M,1,97180.4,N,33,7358175271629360,2/23/76,10430 BIG RIVER CEMETERY RD,APO,AE,9036,287,,
1626,M,S,0,64136.6,Y,61.106667,3437550747513410,11/1/61,5100 RIDGEVIEW DR,BAYAMON,PR,959,0,,
1628,F,M,2,45429.7,Y,61.713333,8205589915037610,3/2/90,7876 WH BURGES DR,LA HABRA HGTS,CA,90631,0,,
1630,F,S,0,25285.5,N,53.986667,7168554525309280,10/25/18,39 PARTRIDGE TER,ROCKFORD,IL,61103,6861,-89.091534,42.27497
1640,M,S,2,43634.5,N,21.78,1511273986516410,12/7/55,24 OAK ST,IRVINE,CA,92620,0,,
1644,F,S,1,13109.1,N,62.606667,5250952929907810,4/5/36,1300 AVENUE M,MONROEVILLE,AL,36460,0,-87.318174,31.524802
1645,M,S,1,92647.5,N,56.046667,5653218996654150,9/25/93,PO BOX 421,MINOT,ND,58701,0,-101.290243,48.233302
1646,M,S,2,21021.6,Y,62.753333,3768677154839290,9/1/48,HC 1 BOX 118A,SCHENECTADY,NY,12304,0,-73.9243,42.7937
1647,M,S,0,74460.7,Y,55.34,1383206822298710,11/22/35,2204 W PARK BLVD APT 2101,MINOT,ND,58701,0,-101.290243,48.233302
1650,F,S,2,28787.4,N,41.666667,2096053556289070,9/27/37,4333 BALSAM ST,NEDERLAND,TX,77627,0,,
1656,F,M,2,62061.8,Y,45.92,5012096265107010,8/16/65,360 BROADWAY,NEW PROVIDENCE,NJ,7974,0,,
1657,F,M,1,20550.9,Y,22.12,5375922900554230,4/17/71,36546 OLD MILLS RD,LAKEWOOD,NJ,8701,7411,,
1663,F,S,2,19131.1,N,56.186667,8750411027570190,7/8/93,N C H BD OF ED,GENEVA,IL,60134,0,,
1669,M,M,2,42750.3,Y,50.493333,4663191045157060,3/24/93,1088 W VAN BUREN AVE,SAN FRANCISCO,CA,94164,0,,
1671,F,S,2,2842.55,N,45.92,3634730703423380,12/3/45,2976 MURRAY LN,PLYMOUTH,MA,2360,0,-70.682626,41.975859
1672,M,M,2,22358.1,N,52.626667,8988457682543830,10/8/23,1933 MOUNT RAINIER BLVD S,AKRON,OH,44306,0,-81.489379,41.023414
1674,M,M,0,47870.8,Y,27.26,9278191021585030,1/26/38,1995 NE 272ND AVE,SARATOGA SPRINGS,NY,12866,0,-73.7624,43.0765
1675,F,S,2,6440.46,Y,70,4919517600983670,2/7/12,130 N DAVID LN APT AM-409,MILBANK,SD,57252,0,,
1676,F,S,0,7325.5,N,36.92,7060416962403060,2/26/89,UNIT 21101 BOX 188,CAROL STREAM,IL,60132,1,,
1677,M,M,1,63900.9,N,28.333333,8229489451776180,7/21/80,2013 N MAIN AVE APT A,JACKSONVILLE,AR,72076,0,-92.098919,34.899121
1678,M,M,2,28766.9,N,46.84,5185455037268430,5/6/05,297 CALLE CARMO,OCEANSIDE,CA,92057,0,,
1690,M,S,0,69000,Y,42,6026816483113330,10/19/14,PO BOX 6946,COOKEVILLE,TN,38505,1,,
1694,M,M,2,1406.05,Y,19.306667,5069038574493880,3/7/44,406 SCAIFE HALL,FREDERICA,DE,19946,0,,
1696,F,S,0,73228.3,N,61,4399460868207210,10/26/13,9456 135TH AVE SE,STONY BROOK,NY,11794,151,,
1697,F,S,2,76231.9,N,63.806667,7717113935846990,1/9/63,2540 66TH ST NE,LONG BRANCH,NJ,7740,7851,-73.985567,40.308201
1710,M,M,1,63437.3,N,63.653333,1357811191521680,7/20/09,602 CALLE B APT 5,JACKSONS GAP,AL,36861,3155,,
1714,M,M,2,49910.7,Y,51.52,5949250721729790,5/7/15,RR 3 BOX 608,ADJUNTAS,PR,601,2200,,
1716,M,M,0,76161.4,Y,44.573333,2295946687750030,3/6/02,3301 MURRAY LN,DALLAS,TX,75206,4012,,
1728,M,M,0,60102.7,N,42.14,2778322500086320,1/26/02,PO BOX A,JACKSONVILLE,AL,36265,0,-85.759682,33.808607
1730,F,M,2,17888.7,N,43,3110809345323740,9/1/73,279 MEXICAN FLAG WAY,JERSEY CITY,NJ,7304,0,-74.060481,40.716685
1731,F,S,1,12526.3,N,53.553333,3103029419232740,6/1/48,11512 HIGHWAY 103 S,HUALAPAI,AZ,86412,0,,
1734,F,S,2,14578.8,Y,60.933333,1339572524321010,8/13/40,232 CHESTNUT ST,UNION,NJ,7083,0,,
1737,M,M,0,78572.2,Y,42.346667,7635993465725100,12/9/42,2129 COMMERCE DR APT 101,RIO GRANDE CY,TX,78582,0,-98.814287,26.392103
1739,F,M,2,48238.8,N,34.706667,8914986246619380,6/12/51,PO BOX 927,ASHLAND,AL,36251,0,,
1742,F,M,2,87578.2,Y,53.366667,4794857698374480,11/20/52,16125 COUNTY ROAD 132 E,PHOENIX,AZ,85020,0,,
1754,F,M,0,83287,N,67,6462745543171670,10/19/47,PO BOX 21242,GLENSIDE,PA,19038,0,-75.169121,40.116776
1755,M,S,0,2056.06,Y,18.94,8740551818949840,1/13/95,265 COND ARCOS DE SUCHVILLE,FRESNO,CA,93722,0,,
1756,F,M,2,7776.6,N,35.706667,9422125046914330,7/11/71,2613 COFFELT RD LOT 1,FAIRFIELD,ME,4937,0,,
1758,M,S,0,68000,N,63.353333,9689022225541250,6/2/88,1737 BUTTRICK AVE SE,CAROLINA,PR,979,0,,
1760,M,M,0,69343.3,N,42.166667,9133666130144330,1/28/69,67 MCMILLIAN RD NE,PERRIS,CA,92570,0,,
1765,F,S,0,27498.1,N,43,2444307995160860,12/20/64,2154 N FLORIDA MANGO RD,LEDGEWOOD,NJ,7852,0,,
1767,M,M,2,21419.9,N,59.833333,4332349350320760,5/29/72,311 CALLE SAN IGNACIO,SUSANVILLE,CA,96130,0,,
1768,M,M,2,30665.2,Y,22.88,9539951265553880,10/25/67,677 STARR RD,CORN,OK,73024,0,,
1772,F,S,2,23464,Y,52,6717315725997310,8/20/44,2B W MAIN,GRAND RAPIDS,MI,49512,0,,
1773,F,M,2,194.57,N,70,5788327246429220,1/24/11,RR 46 BOX 37,CEDAR RAPIDS,IA,52404,0,,
1774,F,M,1,98680.4,Y,70,7985230571290080,3/1/81,1 RESERVATION RD,ALBANY,NY,12208,0,,
1775,M,M,0,65619.7,Y,52,7577595741332530,11/22/08,1300 GRAND ST APT 519 # 3168,RICHLAND,GA,31825,0,,
1778,F,M,1,66921.4,Y,52.646667,6067682865199660,2/15/65,S2448 STATE ROAD 35,NEWPORT,ME,4953,0,,
1779,F,M,1,98453.6,Y,62,8192630833142920,12/16/29,5585 S 148TH RD,MCHENRY,IL,60050,0,,
1780,F,M,2,94026.8,Y,27.746667,2450772674541010,9/19/99,BUZON 1157,KANKAKEE,IL,60901,0,-87.861696,41.123314
1785,M,M,2,47639.1,N,43,4136911197116820,2/22/17,41 CALLE UN,OXFORD,CT,6478,0,,
1788,M,M,0,3911.9,N,38.413333,8699506919173150,10/24/49,51 PEMBROKE DR,PHILADELPHIA,PA,19152,0,,
1790,F,M,2,18296.4,Y,42.626667,7003996707366430,8/16/18,14 FOX,HOBOKEN,NJ,7030,0,-74.040971,40.741928
1796,F,M,2,52957,Y,39.746667,7876165115904880,11/28/07,1 CLEARVIEW AVE,APO,AE,9074,137,,
1797,F,S,2,86747.1,N,64.853333,7854233660404690,2/23/44,292 COLLEGE LN,GRAND ISLAND,NY,14072,0,,
1799,F,M,1,87404.6,N,63.186667,5252812214975530,9/27/25,56 S CATHERINE ST APT 165,OSAKIS,MN,56360,0,,
1801,F,M,2,85394,Y,20.16,5705400389632650,6/1/05,1042 RANCHO DURANGO RD,APO,AE,9036,148,,
